"","B1PAGE_M2","B1PRSEX","B1PD1","B1PD2","B1PD14","B1PD15","B1SNEGFW","TROUBLE","B1SQ1"
"2963",60,"(1) Male","(1) Yes","(03) Son",26,14,NA,"Never",10
"2964",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2965",41,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",8
"2966",53,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2967",62,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",9
"2968",82,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"2969",55,"(1) Male","(1) Yes","(06) Mother",52,12,12,"Once or a few times",9
"2970",49,"(2) Female","(2) No",NA,NA,NA,14,NA,1
"2971",80,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2972",63,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"2973",40,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"2974",51,"(1) Male","(1) Yes","(12) Mother-in-law",5,12,10,"Once or a few times",8
"2975",44,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",8
"2976",76,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2977",63,"(2) Female","(2) No",NA,NA,NA,7,"Never",10
"2978",57,"(2) Female","(1) Yes","(07) Brother",52,14,NA,"Never",9
"2979",64,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"2980",62,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"2981",53,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"2982",63,"(2) Female","(1) Yes","(12) Mother-in-law",52,16,NA,"Once or a few times",7
"2983",39,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",7
"2984",49,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",9
"2985",70,"(1) Male","(1) Yes","(12) Mother-in-law",52,14,NA,"Never",7
"2986",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2987",46,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2988",75,"(1) Male","(2) No",NA,NA,NA,12,"Never",8
"2989",38,"(2) Female","(2) No",NA,NA,NA,10,NA,7
"2990",34,"(1) Male","(2) No",NA,NA,NA,12,"Never",8
"2991",49,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2992",59,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"2993",36,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2994",74,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"2995",42,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"2996",37,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"2997",57,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"2998",52,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"2999",41,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"3000",60,"(1) Male","(1) Yes","(05) Father",6,2,10,"Once or a few times",8
"3001",69,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",7
"3002",48,"(1) Male","(2) No",NA,NA,NA,12,NA,7
"3003",44,"(2) Female","(2) No",NA,NA,NA,13,"Once or a few times",8
"3004",71,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3005",75,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3006",43,"(2) Female","(2) No",NA,NA,NA,16,"Never",9
"3007",42,"(2) Female","(1) Yes","(06) Mother",52,20,NA,NA,NA
"3008",55,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"3009",48,"(2) Female","(2) No",NA,NA,NA,5,"Never",8
"3010",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3011",77,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"3012",78,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3013",55,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3014",40,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3015",47,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3016",47,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3017",37,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",9
"3018",42,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",7
"3019",55,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",9
"3020",42,"(2) Female","(2) No",NA,NA,NA,5,"Never",9
"3021",52,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",9
"3022",61,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3023",44,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",4
"3024",46,"(1) Male","(2) No",NA,NA,NA,6,"Never",7
"3025",61,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",8
"3026",55,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",8
"3027",40,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"3028",44,"(2) Female","(2) No",NA,NA,NA,13,"Once or a few times",7
"3029",77,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3030",57,"(2) Female","(2) No",NA,NA,NA,6,"Never",8
"3031",58,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3032",48,"(1) Male","(2) No",NA,NA,NA,11,"Most or all of the time",7
"3033",84,"(2) Female","(1) Yes","(06) Mother",40,6,NA,NA,6
"3034",67,"(1) Male","(1) Yes","(13) Other (specify)",52,8,9,"Most or all of the time",6
"3035",53,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"3036",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3037",42,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",2
"3038",64,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3039",50,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"3040",61,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3041",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"3042",46,"(1) Male","(1) Yes","(02) Wife",6,20,5,"Once or a few times",8
"3043",41,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"3044",45,"(2) Female","(2) No",NA,NA,NA,10,NA,NA
"3045",45,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"3046",56,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3047",60,"(1) Male","(2) No",NA,NA,NA,4,NA,8
"3048",41,"(2) Female","(2) No",NA,NA,NA,18,"Once or a few times",7
"3049",41,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3050",50,"(1) Male","(2) No",NA,NA,NA,10,"Most or all of the time",5
"3051",69,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",2
"3052",43,"(1) Male","(2) No",NA,NA,NA,13,"Never",9
"3053",40,"(1) Male","(2) No",NA,NA,NA,8,NA,9
"3054",52,"(1) Male","(2) No",NA,NA,NA,7,"Never",10
"3055",59,"(2) Female","(2) No",NA,NA,NA,11,"Never",8
"3056",62,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"3057",50,"(2) Female","(1) Yes","(01) Husband",52,1,10,"Never",9
"3058",53,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"3059",55,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3060",56,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"3061",35,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",5
"3062",80,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3063",43,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3064",55,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",8
"3065",69,"(1) Male","(2) No",NA,NA,NA,6,"Once or a few times",9
"3066",74,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3067",54,"(1) Male","(2) No",NA,NA,NA,9,"Most or all of the time",7
"3068",71,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3069",45,"(1) Male","(2) No",NA,NA,NA,9,"Never",6
"3070",64,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3071",75,"(2) Female","(2) No",NA,NA,NA,5,NA,7
"3072",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3073",77,"(1) Male","(2) No",NA,NA,NA,NA,NA,3
"3074",62,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3075",43,"(1) Male","(1) Yes","(06) Mother",52,17,NA,NA,NA
"3076",39,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3077",66,"(2) Female","(2) No",NA,NA,NA,6,NA,10
"3078",79,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3079",81,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"3080",83,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3081",55,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"3082",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3083",63,"(1) Male","(2) No",NA,NA,NA,4,NA,9
"3084",57,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3085",68,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"3086",42,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3087",67,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"3088",77,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3089",43,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"3090",64,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",9
"3091",52,"(2) Female","(2) No",NA,NA,NA,12,"Most or all of the time",8
"3092",36,"(1) Male","(2) No",NA,NA,NA,15,"Most or all of the time",3
"3093",69,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"3094",60,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"3095",42,"(1) Male","(2) No",NA,NA,NA,9,"Never",NA
"3096",59,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"3097",82,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3098",55,"(2) Female","(2) No",NA,NA,NA,6,NA,8
"3099",33,"(2) Female","(2) No",NA,NA,NA,12,"Most or all of the time",5
"3100",48,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",8
"3101",55,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",9
"3102",49,"(1) Male","(1) Yes","(02) Wife",4,4,14,"Most or all of the time",7
"3103",79,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"3104",71,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3105",54,"(1) Male","(2) No",NA,NA,NA,11,NA,8
"3106",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"3107",59,"(2) Female","(1) Yes","(06) Mother",NA,7,8,"Never",10
"3108",51,"(2) Female","(1) Yes","(01) Husband",6,10,NA,NA,NA
"3109",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3110",58,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"3111",66,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3112",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,2
"3113",55,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3114",71,"(1) Male","(2) No",NA,NA,NA,7,NA,9
"3115",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3116",62,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"3117",40,"(2) Female","(1) Yes","(01) Husband",3,14,8,"Most or all of the time",7
"3118",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3119",59,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"3120",82,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"3121",52,"(1) Male","(1) Yes","(13) Other (specify)",12,20,6,NA,9
"3122",63,"(1) Male","(1) Yes","(06) Mother",12,48,NA,"Never",8
"3123",41,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"3124",48,"(2) Female","(1) Yes","(05) Father",8,4,11,"Most or all of the time",8
"3125",34,"(2) Female","(2) No",NA,NA,NA,9,"Most or all of the time",6
"3126",38,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"3127",49,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",6
"3128",53,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3129",66,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"3130",77,"(2) Female","(2) No",NA,NA,NA,6,NA,9
"3131",75,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3132",55,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",8
"3133",58,"(2) Female","(2) No",NA,NA,NA,9,NA,8
"3134",49,"(1) Male","(1) Yes","(05) Father",36,8,8,"Once or a few times",8
"3135",66,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"3136",65,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3137",67,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"3138",38,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"3139",66,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"3140",37,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"3141",39,"(2) Female","(2) No",NA,NA,NA,9,NA,6
"3142",60,"(2) Female","(1) Yes","(13) Other (specify)",3,3,NA,"Most or all of the time",3
"3143",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"3144",46,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",6
"3145",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3146",81,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"3147",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3148",60,"(2) Female","(2) No",NA,NA,NA,7,NA,6
"3149",62,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"3150",53,"(2) Female","(2) No",NA,NA,NA,5,"Never",8
"3151",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"3152",75,"(2) Female","(2) No",NA,NA,NA,4,"Never",10
"3153",52,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3154",51,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3155",77,"(2) Female","(1) Yes","(04) Daughter",8,96,13,NA,8
"3156",54,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"3157",57,"(1) Male","(2) No",NA,NA,NA,11,"Most or all of the time",6
"3158",61,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",5
"3159",50,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3160",34,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",8
"3161",55,"(2) Female","(1) Yes","(05) Father",12,NA,4,"Never",9
"3162",44,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",7
"3163",59,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"3164",39,"(1) Male","(2) No",NA,NA,NA,11,"Never",9
"3165",60,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"3166",63,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"3167",75,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"3168",65,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"3169",34,"(1) Male","(2) No",NA,NA,NA,8,"Never",6
"3170",50,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",5
"3171",72,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"3172",69,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"3173",59,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"3174",65,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3175",51,"(1) Male","(2) No",NA,NA,NA,9,"Never",7
"3176",56,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3177",49,"(2) Female","(2) No",NA,NA,NA,5,"Never",9
"3178",56,"(1) Male","(1) Yes","(06) Mother",52,20,5,"Never",9
"3179",52,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"3180",61,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"3181",52,"(1) Male","(2) No",NA,NA,NA,12,NA,7
"3182",50,"(2) Female","(2) No",NA,NA,NA,11,NA,10
"3183",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3184",49,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"3185",50,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"3186",54,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3187",55,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3188",47,"(2) Female","(2) No",NA,NA,NA,7,"Never",10
"3189",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3190",54,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3191",67,"(2) Female","(2) No",NA,NA,NA,7,"Never",10
"3192",56,"(2) Female","(2) No",NA,NA,NA,10,NA,3
"3193",35,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"3194",80,"(1) Male","(2) No",NA,NA,NA,4,NA,9
"3195",51,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"3196",55,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3197",52,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3198",51,"(2) Female","(2) No",NA,NA,NA,12,"Never",6
"3199",59,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3200",54,"(2) Female","(2) No",NA,NA,NA,13,"Once or a few times",10
"3201",66,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",8
"3202",76,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"3203",43,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3204",42,"(1) Male","(2) No",NA,NA,NA,12,NA,8
"3205",46,"(2) Female","(2) No",NA,NA,NA,NA,"Never",4
"3206",64,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"3207",42,"(1) Male","(2) No",NA,NA,NA,15,"Never",8
"3208",60,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"3209",81,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3210",35,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"3211",57,"(2) Female","(2) No",NA,NA,NA,6,"Never",7
"3212",68,"(1) Male","(2) No",NA,NA,NA,6,NA,9
"3213",68,"(1) Male","(1) Yes","(02) Wife",52,7,NA,NA,NA
"3214",40,"(1) Male","(2) No",NA,NA,NA,8,NA,5
"3215",66,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3216",44,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"3217",46,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",6
"3218",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3219",55,"(2) Female","(2) No",NA,NA,NA,7,"Never",8
"3220",48,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",6
"3221",75,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3222",78,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"3223",51,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3224",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,3
"3225",61,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3226",48,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3227",81,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3228",65,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3229",63,"(1) Male","(1) Yes","(06) Mother",52,2,NA,NA,NA
"3230",42,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"3231",36,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"3232",35,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3233",43,"(2) Female","(1) Yes","(06) Mother",9,25,NA,"Never",9
"3234",77,"(1) Male","(2) No",NA,NA,NA,5.333333333333,"Never",8
"3235",77,"(1) Male","(2) No",NA,NA,NA,NA,"Never",5
"3236",35,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",8
"3237",42,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"3238",46,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3239",35,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"3240",48,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"3241",50,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",10
"3242",62,"(2) Female","(2) No",NA,NA,NA,6,"Never",10
"3243",38,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"3244",49,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",7
"3245",55,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",9
"3246",81,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3247",47,"(2) Female","(2) No",NA,NA,NA,NA,NA,2
"3248",44,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"3249",78,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3250",53,"(2) Female","(1) Yes","(06) Mother",52,51,12,NA,8
"3251",41,"(2) Female","(2) No",NA,NA,NA,7,NA,10
"3252",65,"(2) Female","(1) Yes","(06) Mother",NA,NA,NA,"Never",10
"3253",39,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",5
"3254",36,"(2) Female","(2) No",NA,NA,NA,6,"Never",7
"3255",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3256",52,"(1) Male","(2) No",NA,NA,NA,6,"Never",7
"3257",68,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"3258",44,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"3259",58,"(2) Female","(2) No",NA,NA,NA,8,NA,5
"3260",50,"(2) Female","(2) No",NA,NA,NA,4,"Never",3
"3261",67,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"3262",56,"(1) Male","(2) No",NA,NA,NA,10,"Never",9
"3263",52,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",8
"3264",45,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"3265",34,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3266",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3267",35,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3268",39,"(2) Female","(2) No",NA,NA,NA,7,"Never",8
"3269",70,"(2) Female","(1) Yes","(13) Other (specify)",12,40,NA,NA,8
"3270",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3271",34,"(2) Female","(2) No",NA,NA,NA,7,NA,6
"3272",48,"(1) Male","(2) No",NA,NA,NA,9,"Never",7
"3273",60,"(1) Male","(1) Yes","(11) Father-in-law",8,30,NA,"Never",6
"3274",49,"(2) Female","(2) No",NA,NA,NA,10,NA,7
"3275",35,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",8
"3276",69,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"3277",74,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3278",58,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"3279",40,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",6
"3280",65,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3281",60,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"3282",51,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"3283",55,"(2) Female","(2) No",NA,NA,NA,7,NA,7
"3284",55,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",9
"3285",71,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"3286",51,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",6
"3287",74,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"3288",58,"(2) Female","(1) Yes","(05) Father",20,50,7,NA,10
"3289",51,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"3290",42,"(2) Female","(2) No",NA,NA,NA,7,"Never",8
"3291",78,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"3292",36,"(2) Female","(2) No",NA,NA,NA,4,NA,7
"3293",45,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3294",63,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3295",58,"(2) Female","(1) Yes","(06) Mother",20,14,NA,NA,5
"3296",57,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"3297",46,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3298",50,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"3299",58,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"3300",55,"(2) Female","(1) Yes","(05) Father",5,24,NA,"Once or a few times",7
"3301",49,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",4
"3302",40,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3303",44,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"3304",60,"(1) Male","(2) No",NA,NA,NA,7,"Never",7
"3305",56,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"3306",63,"(2) Female","(2) No",NA,NA,NA,10,NA,8
"3307",54,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"3308",63,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"3309",64,"(1) Male","(2) No",NA,NA,NA,NA,NA,9
"3310",38,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"3311",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3312",37,"(1) Male","(2) No",NA,NA,NA,10,NA,7
"3313",54,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3314",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3315",75,"(1) Male","(2) No",NA,NA,NA,NA,"Never",6
"3316",70,"(2) Female","(2) No",NA,NA,NA,4,"Never",NA
"3317",38,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"3318",65,"(2) Female","(1) Yes","(13) Other (specify)",4,25,NA,"Never",3
"3319",77,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",8
"3320",53,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"3321",45,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"3322",72,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"3323",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3324",61,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"3325",53,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"3326",41,"(2) Female","(2) No",NA,NA,NA,11,"Most or all of the time",7
"3327",72,"(2) Female","(2) No",NA,NA,NA,5,NA,8
"3328",54,"(1) Male","(2) No",NA,NA,NA,10,"Never",9
"3329",42,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",7
"3330",65,"(1) Male","(1) Yes","(12) Mother-in-law",52,20,NA,"Never",10
"3331",47,"(2) Female","(2) No",NA,NA,NA,9,"Never",4
"3332",74,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3333",70,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"3334",60,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"3335",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3336",46,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"3337",40,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",7
"3338",35,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3339",46,"(2) Female","(2) No",NA,NA,NA,6,"Never",10
